0.48449612403096864, 326.88010531366075, 311.03248873341414
6.782945736434058, 305.9225641892262, 295.9531873463896
13.565891472868174, 263.55017525820494, 250.77288456582372
21.31782945736427, 248.7043911226726, 236.64684534895875
29.069767441860392, 259.2203333350635, 242.60072049277593
35.36821705426348, 223.31652606928668, 214.25711451386238
42.63565891472862, 238.61505526168733, 223.31652606928668
50.38759689922475, 223.31652606928668, 212.48982042507853
56.201550387596825, 230.83908942999858, 219.6476791191458
63.95348837209295, 259.2203333350635, 246.65295959246174
70.73643410852705, 313.6193697315658, 300.896590131862
77.51937984496115, 227.04665496876336, 216.03910732275432
84.78682170542626, 250.77288456582372, 238.61505526168733
91.56976744186039, 286.3086916541076, 272.4280354282644
98.83720930232548, 228.935019363828, 216.03910732275432
105.6201550387596, 283.9470820549316, 272.4280354282644
111.91860465116267, 227.04665496876314, 212.4898204250783
120.1550387596898, 242.60072049277593, 230.83908942999835
126.93798449612396, 174.18357272891691, 163.01599376241975
133.23643410852705, 234.6948701631471, 217.83592110213377
140.50387596899225, 298.41465264156267, 288.6899429409482
147.2868217054262, 240.59963492679861, 227.04665496876314
154.55426356589143, 259.2203333350635, 246.65295959246174
161.33720930232556, 313.6193697315655, 298.41465264156295
169.08914728682151, 281.60495212948314, 265.74214222349275
174.90310077519365, 295.9531873463893, 281.60495212948314
182.17054263565882, 227.04665496876336, 216.0391073227541
189.92248062015494, 332.34009051473913, 324.1838434920982
197.67441860465107, 216.03910732275432, 203.8696221421638
202.51937984496118, 221.47450566615785, 208.9988444398948
210.2713178294573, 228.93501936382773, 216.0391073227541
217.53875968992241, 177.09301785546614, 165.73890316869188
224.80620155038747, 160.33781878779257, 152.56441124736173
231.10465116279056, 183.0585120846937, 171.3219266124409
238.85658914728663, 198.86628054702692, 186.1161982230248
245.15503875968994, 174.18357272891691, 163.01599376241958
251.93798449612387, 193.9857303067504, 181.54855883509947
260.17441860465095, 195.59912446273245, 184.58102373095335
266.9573643410853, 223.31652606928645, 208.9988444398948
274.2248062015502, 164.37181025083873, 155.11274445602388
280.5232558139533, 192.38564418938884, 180.05106039457166
288.2751937984495, 178.56591402995, 168.50729422043756
294.5736434108525, 193.9857303067502, 183.0585120846937
301.84108527131775, 178.56591402995, 180.05106039457166
308.6240310077519, 151.30598777438635, 141.6051787939431
315.8914728682169, 171.3219266124409, 160.33781878779243
322.674418604651, 174.18357272891674, 165.73890316869188
329.9418604651161, 200.5202666126468, 197.22593734131084
337.20930232558123, 217.83592110213354, 208.9988444398948
343.99224806201534, 180.05106039457166, 168.50729422043736
350.2906976744185, 232.75899579254207, 219.64767911914558
357.5581395348836, 113.22878171080697, 105.96924890168471
363.8565891472866, 183.0585120846935, 174.18357272891674
371.6085271317828, 156.40282901548096, 145.1678696593711
376.9379844961239, 195.59912446273245, 183.0585120846935
387.59689922480607, 242.60072049277568, 230.83908942999813
393.41085271317814, 140.43715225726774, 128.20757007713627
400.1937984496122, 186.1161982230246, 174.1835727289162
406.00775193798427, 259.220333335063, 242.60072049277545
413.27519379844944, 228.935019363828, 212.4898204250783
420.0581395348837, 159.01527657025596, 148.82019542594227
427.8100775193798, 140.43715225726746, 130.34906300958514
433.6240310077518, 216.0391073227541, 203.8696221421636
441.86046511627876, 263.55017525820466, 250.7728845658232
448.1589147286819, 167.11736630290488, 155.11274445602388
455.42635658914696, 254.96162599212448, 242.60072049277545
461.72480620155056, 141.6051787939431, 132.52632599817773
469.4767441860463, 165.7389031686917, 156.4028290154808
475.77519379844966, 267.9523399456837, 254.96162599212448
483.0426356589144, 234.6948701631471, 223.31652606928623
491.2790697674418, 195.59912446273245, 183.0585120846933
497.0930232558138, 161.67136069010726, 150.05794437382983
504.84496124030966, 257.08216133627064, 242.60072049277545
511.1434108527129, 225.17386669699454, 212.4898204250783
519.3798449612399, 180.05106039457183, 171.32192661244056
525.6782945736431, 217.83592110213354, 207.27492305142943
532.9457364341082, 250.7728845658232, 238.61505526168685
538.7596899224803, 234.6948701631471, 223.316526069286
546.5116279069766, 177.09301785546597, 165.7389031686917
552.8100775193797, 303.3991700860989, 288.6899429409479